Planet Name,Type,Mass (Earth),Orbit Radius (AU),Discovery Year,Discovered By
Planet-12500,Terrestrial,293.46,16.383,1972,Ground Telescope
Planet-12501,Exoplanet,896.31,30.509,1954,Kepler
Planet-12502,Exoplanet,226.34,35.274,1925,Voyager
Planet-12503,Dwarf Planet,711.52,37.278,1948,Ground Telescope
Planet-12504,Dwarf Planet,368.17,96.004,2014,Kepler
Planet-12505,Terrestrial,249.67,21.522,1971,JWST
Planet-12506,Dwarf Planet,359.3,55.408,2010,Galileo
Planet-12507,Terrestrial,18.41,74.486,1947,Galileo
Planet-12508,Terrestrial,466.73,5.884,2024,Spitzer
Planet-12509,Ice Giant,869.91,58.041,1962,Voyager
Planet-12510,Exoplanet,829.49,54.193,1933,Hubble
Planet-12511,Exoplanet,681.42,93.511,2025,Voyager
Planet-12512,Exoplanet,9.12,83.538,1968,James Webb
Planet-12513,Ice Giant,829.46,94.943,2002,Kepler
Planet-12514,Terrestrial,310.76,4.223,1903,Voyager
Planet-12515,Gas Giant,703.71,29.501,1940,Hubble
Planet-12516,Dwarf Planet,310.33,24.511,2010,Galileo
Planet-12517,Ice Giant,301.16,41.171,1918,Voyager
Planet-12518,Dwarf Planet,776.51,95.521,2016,Chandra
Planet-12519,Terrestrial,921.03,49.196,1905,Chandra
Planet-12520,Terrestrial,314.01,95.299,2000,Spitzer
Planet-12521,Terrestrial,148.73,29.884,1962,JWST
Planet-12522,Terrestrial,318.32,46.215,1915,James Webb
Planet-12523,Exoplanet,148.51,39.845,1941,JWST
Planet-12524,Gas Giant,741.48,13.509,1970,James Webb
Planet-12525,Dwarf Planet,938.24,2.444,1997,TESS
Planet-12526,Ice Giant,795.46,39.271,1997,Ground Telescope
Planet-12527,Gas Giant,803.33,17.441,1998,Voyager
Planet-12528,Terrestrial,726.71,57.725,1988,JWST
Planet-12529,Exoplanet,425.12,38.347,1992,Voyager
Planet-12530,Exoplanet,675.08,20.212,2018,Ground Telescope
Planet-12531,Dwarf Planet,546.71,71.178,1921,JWST
Planet-12532,Dwarf Planet,687.39,66.642,2018,James Webb
Planet-12533,Exoplanet,774.0,72.469,1904,Hubble
Planet-12534,Dwarf Planet,682.28,76.442,2022,Spitzer
Planet-12535,Gas Giant,545.32,52.712,1918,Chandra
Planet-12536,Exoplanet,22.33,93.448,1934,Spitzer
Planet-12537,Dwarf Planet,445.04,8.355,1934,Ground Telescope
Planet-12538,Terrestrial,633.44,73.325,1922,TESS
Planet-12539,Exoplanet,163.37,70.112,1989,TESS
Planet-12540,Dwarf Planet,624.93,93.356,1953,Chandra
Planet-12541,Ice Giant,952.97,47.261,1915,Ground Telescope
Planet-12542,Exoplanet,380.2,47.551,1989,Hubble
Planet-12543,Terrestrial,475.84,51.66,1918,James Webb
Planet-12544,Gas Giant,942.72,43.303,1913,Hubble
Planet-12545,Dwarf Planet,12.4,14.202,1996,Hubble
Planet-12546,Gas Giant,597.65,77.604,1997,Hubble
Planet-12547,Gas Giant,523.91,21.099,1939,James Webb
Planet-12548,Exoplanet,642.97,90.692,2003,Galileo
Planet-12549,Terrestrial,77.53,9.533,1901,Kepler
Planet-12550,Exoplanet,797.78,46.055,1936,Ground Telescope
Planet-12551,Exoplanet,340.96,36.141,1921,JWST
Planet-12552,Gas Giant,271.42,94.346,1920,Hubble
Planet-12553,Gas Giant,765.91,92.248,1990,TESS
Planet-12554,Exoplanet,634.81,46.837,1996,Kepler
Planet-12555,Ice Giant,950.42,94.918,1927,Chandra
Planet-12556,Exoplanet,919.79,58.825,1916,Spitzer
Planet-12557,Gas Giant,201.04,34.029,1996,Voyager
Planet-12558,Dwarf Planet,800.28,81.31,2024,Kepler
Planet-12559,Dwarf Planet,648.03,11.88,1903,Kepler
Planet-12560,Terrestrial,767.37,51.21,1907,Hubble
Planet-12561,Terrestrial,957.67,48.736,1979,Chandra
Planet-12562,Ice Giant,333.07,10.105,1973,Ground Telescope
Planet-12563,Dwarf Planet,887.83,41.339,1911,Kepler
Planet-12564,Terrestrial,540.37,39.832,1948,James Webb
Planet-12565,Gas Giant,28.11,71.038,1991,Hubble
Planet-12566,Terrestrial,298.77,7.64,1952,Ground Telescope
Planet-12567,Terrestrial,414.29,33.813,2013,JWST
Planet-12568,Gas Giant,620.57,42.004,1988,Hubble
Planet-12569,Gas Giant,758.1,47.878,2004,Hubble
Planet-12570,Exoplanet,479.55,42.323,1921,JWST
Planet-12571,Gas Giant,726.08,77.778,2015,Chandra
Planet-12572,Gas Giant,51.94,10.424,1969,JWST
Planet-12573,Terrestrial,462.05,47.959,1913,Voyager
Planet-12574,Ice Giant,92.82,28.746,1947,JWST
Planet-12575,Dwarf Planet,20.52,85.226,2022,Ground Telescope
Planet-12576,Dwarf Planet,872.18,37.111,1942,Galileo
Planet-12577,Gas Giant,454.46,33.464,1969,JWST
Planet-12578,Ice Giant,704.76,59.639,1972,Galileo
Planet-12579,Exoplanet,185.62,29.874,2006,Spitzer
Planet-12580,Gas Giant,47.31,86.744,1943,Kepler
Planet-12581,Terrestrial,219.3,44.035,2016,Spitzer
Planet-12582,Gas Giant,111.7,12.109,1941,JWST
Planet-12583,Exoplanet,497.31,54.066,1953,Kepler
Planet-12584,Gas Giant,71.53,59.962,2016,Kepler
Planet-12585,Ice Giant,857.73,8.18,1993,Hubble
Planet-12586,Gas Giant,442.3,16.764,1993,JWST
Planet-12587,Gas Giant,588.87,33.113,1985,Ground Telescope
Planet-12588,Exoplanet,233.88,2.751,1959,TESS
Planet-12589,Ice Giant,685.14,92.633,1954,Voyager
Planet-12590,Exoplanet,284.52,2.813,1995,Hubble
Planet-12591,Dwarf Planet,182.41,76.583,2018,TESS
Planet-12592,Ice Giant,472.63,36.483,1964,TESS
Planet-12593,Ice Giant,336.99,40.233,1963,TESS
Planet-12594,Dwarf Planet,675.44,29.569,1961,James Webb
Planet-12595,Exoplanet,202.71,23.776,2025,Spitzer
Planet-12596,Dwarf Planet,393.08,61.071,1935,Voyager
Planet-12597,Gas Giant,217.62,85.338,1976,Kepler
Planet-12598,Terrestrial,308.91,75.818,2009,Ground Telescope
Planet-12599,Exoplanet,304.4,67.186,1950,Spitzer
Planet-12600,Ice Giant,880.81,11.828,1963,James Webb
Planet-12601,Dwarf Planet,732.62,67.236,1903,Galileo
Planet-12602,Dwarf Planet,731.54,21.142,1943,Galileo
Planet-12603,Terrestrial,72.14,58.442,2022,Galileo
Planet-12604,Terrestrial,579.67,75.364,1910,Kepler
Planet-12605,Exoplanet,156.09,90.226,2006,Voyager
Planet-12606,Ice Giant,793.18,56.934,1967,Spitzer
Planet-12607,Terrestrial,369.54,43.884,1945,Ground Telescope
Planet-12608,Dwarf Planet,689.63,39.902,2016,Hubble
Planet-12609,Gas Giant,441.04,38.575,2006,TESS
Planet-12610,Ice Giant,904.78,4.858,1986,TESS
Planet-12611,Terrestrial,965.97,69.271,1952,Galileo
Planet-12612,Ice Giant,498.79,10.157,1961,Voyager
Planet-12613,Terrestrial,648.62,12.597,1962,Hubble
Planet-12614,Gas Giant,619.38,41.929,1953,TESS
Planet-12615,Dwarf Planet,650.65,40.465,1975,Voyager
Planet-12616,Terrestrial,601.82,59.171,1967,Voyager
Planet-12617,Exoplanet,203.02,65.268,2000,TESS
Planet-12618,Dwarf Planet,663.06,76.542,1924,Ground Telescope
Planet-12619,Terrestrial,839.71,38.815,2016,Hubble
Planet-12620,Dwarf Planet,255.41,8.17,1972,Chandra
Planet-12621,Gas Giant,778.91,32.081,1976,Galileo
Planet-12622,Terrestrial,593.37,63.272,2012,Hubble
Planet-12623,Ice Giant,831.02,90.875,2015,Galileo
Planet-12624,Exoplanet,630.75,4.586,1936,Chandra
Planet-12625,Ice Giant,434.89,71.472,1979,Galileo
Planet-12626,Exoplanet,520.04,75.786,1914,Kepler
Planet-12627,Ice Giant,928.66,87.82,2023,Voyager
Planet-12628,Ice Giant,149.74,28.185,1953,Voyager
Planet-12629,Ice Giant,204.07,38.625,1962,Galileo
Planet-12630,Dwarf Planet,379.27,9.708,1974,TESS
Planet-12631,Gas Giant,545.39,61.228,1952,Spitzer
Planet-12632,Ice Giant,656.95,79.049,1983,Chandra
Planet-12633,Exoplanet,549.2,85.019,1931,Spitzer
Planet-12634,Ice Giant,265.15,40.791,1901,Chandra
Planet-12635,Gas Giant,388.56,86.327,1969,Kepler
Planet-12636,Dwarf Planet,494.03,0.888,1947,Hubble
Planet-12637,Terrestrial,913.85,76.335,1901,TESS
Planet-12638,Exoplanet,832.17,64.156,1956,JWST
Planet-12639,Dwarf Planet,61.91,41.563,2004,Voyager
Planet-12640,Exoplanet,834.76,95.603,1945,Spitzer
Planet-12641,Exoplanet,361.72,13.688,1967,Kepler
Planet-12642,Ice Giant,42.19,14.488,1979,Voyager
Planet-12643,Dwarf Planet,891.96,48.177,1995,TESS
Planet-12644,Ice Giant,341.92,74.791,2003,Spitzer
Planet-12645,Gas Giant,140.72,75.814,1967,Chandra
Planet-12646,Gas Giant,323.51,23.384,1994,Hubble
Planet-12647,Exoplanet,374.63,70.788,2002,Kepler
Planet-12648,Dwarf Planet,562.94,99.183,2009,Spitzer
Planet-12649,Gas Giant,255.02,90.847,1900,Spitzer
Planet-12650,Ice Giant,303.13,79.293,2017,Spitzer
Planet-12651,Ice Giant,712.53,55.45,2005,Voyager
Planet-12652,Gas Giant,501.77,53.294,1965,Ground Telescope
Planet-12653,Terrestrial,798.5,62.669,1980,Kepler
Planet-12654,Exoplanet,258.04,40.125,1914,Spitzer
Planet-12655,Gas Giant,585.74,53.74,1964,James Webb
Planet-12656,Ice Giant,103.97,97.096,1905,Kepler
Planet-12657,Dwarf Planet,711.1,48.018,1993,Spitzer
Planet-12658,Gas Giant,647.98,15.659,2008,JWST
Planet-12659,Ice Giant,531.1,23.899,1964,Chandra
Planet-12660,Ice Giant,116.2,58.695,1954,Voyager
Planet-12661,Dwarf Planet,370.18,59.385,1914,Kepler
Planet-12662,Ice Giant,206.84,10.198,1967,JWST
Planet-12663,Gas Giant,23.03,94.594,1954,Voyager
Planet-12664,Gas Giant,70.94,40.809,2014,TESS
Planet-12665,Exoplanet,518.75,8.31,1999,TESS
Planet-12666,Ice Giant,393.07,34.426,1909,Spitzer
Planet-12667,Ice Giant,210.55,76.465,2024,Spitzer
Planet-12668,Terrestrial,135.99,56.094,2018,Voyager
Planet-12669,Exoplanet,582.71,39.053,2009,JWST
Planet-12670,Gas Giant,963.09,92.353,1976,Ground Telescope
Planet-12671,Dwarf Planet,786.04,0.647,1949,Kepler
Planet-12672,Exoplanet,186.64,23.742,2008,Ground Telescope
Planet-12673,Dwarf Planet,806.33,99.773,1977,Voyager
Planet-12674,Terrestrial,841.82,26.068,1965,TESS
Planet-12675,Exoplanet,7.97,72.504,2022,Voyager
Planet-12676,Gas Giant,261.92,91.267,1911,Kepler
Planet-12677,Terrestrial,821.1,28.557,1967,James Webb
Planet-12678,Gas Giant,884.42,60.335,1934,James Webb
Planet-12679,Terrestrial,146.62,68.425,1948,Hubble
Planet-12680,Exoplanet,155.0,6.102,1972,James Webb
Planet-12681,Gas Giant,472.8,14.452,2010,James Webb
Planet-12682,Dwarf Planet,539.47,5.204,1907,JWST
Planet-12683,Ice Giant,365.14,49.779,1920,Kepler
Planet-12684,Terrestrial,128.88,37.879,1936,James Webb
Planet-12685,Exoplanet,44.94,68.092,2008,Hubble
Planet-12686,Dwarf Planet,719.15,65.791,1979,James Webb
Planet-12687,Ice Giant,213.01,45.775,2003,Voyager
Planet-12688,Ice Giant,296.23,90.201,2016,James Webb
Planet-12689,Dwarf Planet,322.96,50.058,2014,JWST
Planet-12690,Exoplanet,129.67,14.011,1936,Kepler
Planet-12691,Ice Giant,238.23,63.867,1929,Hubble
Planet-12692,Dwarf Planet,966.65,90.187,1932,Voyager
Planet-12693,Exoplanet,314.27,66.55,1976,Spitzer
Planet-12694,Terrestrial,230.18,31.96,1951,Ground Telescope
Planet-12695,Dwarf Planet,987.0,80.808,1933,TESS
Planet-12696,Dwarf Planet,809.64,61.776,2018,Hubble
Planet-12697,Ice Giant,277.44,27.883,1937,JWST
Planet-12698,Terrestrial,628.73,68.218,1994,Spitzer
Planet-12699,Exoplanet,672.95,42.061,1967,Hubble
Planet-12700,Terrestrial,760.97,14.34,1909,JWST
Planet-12701,Gas Giant,216.15,5.282,1905,JWST
Planet-12702,Gas Giant,495.46,68.459,2004,Ground Telescope
Planet-12703,Gas Giant,799.32,99.34,1968,Kepler
Planet-12704,Gas Giant,499.49,6.923,1909,Voyager
Planet-12705,Exoplanet,331.34,36.443,2020,Galileo
Planet-12706,Exoplanet,459.4,59.207,1991,Ground Telescope
Planet-12707,Gas Giant,729.39,9.5,2014,Ground Telescope
Planet-12708,Exoplanet,869.19,8.033,1949,Chandra
Planet-12709,Exoplanet,37.47,53.491,1983,Spitzer
Planet-12710,Exoplanet,196.48,98.038,1998,Kepler
Planet-12711,Exoplanet,674.32,88.445,1907,Galileo
Planet-12712,Ice Giant,31.05,97.504,2009,Ground Telescope
Planet-12713,Exoplanet,383.69,71.438,2011,Kepler
Planet-12714,Dwarf Planet,757.5,15.055,2017,JWST
Planet-12715,Exoplanet,512.39,87.23,1996,Hubble
Planet-12716,Dwarf Planet,175.73,85.185,1971,Hubble
Planet-12717,Gas Giant,712.13,11.884,1947,James Webb
Planet-12718,Ice Giant,788.03,33.677,1968,Chandra
Planet-12719,Terrestrial,439.55,32.89,1913,Voyager
Planet-12720,Terrestrial,145.13,48.338,1976,Hubble
Planet-12721,Exoplanet,68.64,55.215,1985,Hubble
Planet-12722,Dwarf Planet,992.97,91.823,1982,James Webb
Planet-12723,Gas Giant,535.63,92.727,1906,Galileo
Planet-12724,Exoplanet,694.65,43.645,1942,Chandra
Planet-12725,Gas Giant,430.9,29.486,1923,Voyager
Planet-12726,Gas Giant,630.94,60.846,1982,TESS
Planet-12727,Dwarf Planet,463.58,38.377,1908,Spitzer
Planet-12728,Gas Giant,816.36,81.697,1938,Voyager
Planet-12729,Exoplanet,36.96,52.938,1922,James Webb
Planet-12730,Exoplanet,334.88,41.467,1934,James Webb
Planet-12731,Ice Giant,518.52,93.746,1968,Chandra
Planet-12732,Ice Giant,673.07,55.185,2008,Spitzer
Planet-12733,Dwarf Planet,706.03,21.507,1932,Ground Telescope
Planet-12734,Terrestrial,195.59,74.134,1965,James Webb
Planet-12735,Exoplanet,906.0,29.316,1972,Ground Telescope
Planet-12736,Ice Giant,495.74,91.674,1980,Spitzer
Planet-12737,Ice Giant,576.69,53.841,1995,James Webb
Planet-12738,Gas Giant,113.51,16.263,2019,Ground Telescope
Planet-12739,Terrestrial,94.82,74.262,2013,Voyager
Planet-12740,Ice Giant,922.22,89.918,1931,Voyager
Planet-12741,Ice Giant,975.22,49.809,1977,Chandra
Planet-12742,Gas Giant,493.43,27.896,1943,Chandra
Planet-12743,Ice Giant,20.5,97.861,2017,Galileo
Planet-12744,Exoplanet,130.08,5.126,1989,Galileo
Planet-12745,Dwarf Planet,40.65,6.151,1991,Hubble
Planet-12746,Ice Giant,792.95,62.586,1910,Voyager
Planet-12747,Gas Giant,780.62,77.348,1984,Spitzer
Planet-12748,Gas Giant,492.25,50.006,2016,Chandra
Planet-12749,Gas Giant,121.17,93.789,1999,Voyager
Planet-12750,Exoplanet,56.02,17.752,1913,Kepler
Planet-12751,Exoplanet,359.17,76.712,1973,JWST
Planet-12752,Dwarf Planet,882.45,73.534,1930,Ground Telescope
Planet-12753,Terrestrial,205.4,7.432,2004,Galileo
Planet-12754,Exoplanet,404.39,33.426,1997,Ground Telescope
Planet-12755,Gas Giant,162.71,46.515,1900,Hubble
Planet-12756,Ice Giant,579.79,40.465,1939,Spitzer
Planet-12757,Gas Giant,201.72,23.745,1979,Hubble
Planet-12758,Gas Giant,871.26,79.042,1917,JWST
Planet-12759,Gas Giant,805.55,90.243,1980,Galileo
Planet-12760,Gas Giant,725.59,51.242,1930,Voyager
Planet-12761,Gas Giant,881.83,45.444,1961,Galileo
Planet-12762,Exoplanet,347.91,6.752,1932,Hubble
Planet-12763,Ice Giant,33.69,86.116,2011,Ground Telescope
Planet-12764,Gas Giant,137.27,84.427,1913,James Webb
Planet-12765,Gas Giant,153.48,4.713,1930,Kepler
Planet-12766,Dwarf Planet,64.58,26.781,1910,Chandra
Planet-12767,Dwarf Planet,635.73,68.974,1999,James Webb
Planet-12768,Exoplanet,174.6,75.615,2011,JWST
Planet-12769,Ice Giant,993.49,34.838,1905,JWST
Planet-12770,Dwarf Planet,912.47,44.473,1996,Ground Telescope
Planet-12771,Ice Giant,514.58,4.683,1937,Hubble
Planet-12772,Dwarf Planet,364.04,51.91,2012,Kepler
Planet-12773,Exoplanet,950.76,40.005,1918,JWST
Planet-12774,Gas Giant,448.39,42.928,1916,Ground Telescope
Planet-12775,Dwarf Planet,248.72,9.846,1979,Kepler
Planet-12776,Gas Giant,395.24,76.569,1919,Hubble
Planet-12777,Gas Giant,448.37,31.101,1901,James Webb
Planet-12778,Terrestrial,498.74,44.922,1991,Kepler
Planet-12779,Dwarf Planet,258.04,68.929,1967,JWST
Planet-12780,Ice Giant,801.24,16.285,1916,Chandra
Planet-12781,Ice Giant,836.03,20.94,1955,JWST
Planet-12782,Ice Giant,337.71,97.063,1977,James Webb
Planet-12783,Terrestrial,243.07,73.103,1928,Spitzer
Planet-12784,Dwarf Planet,539.42,8.287,1917,James Webb
Planet-12785,Terrestrial,7.01,52.927,1914,Ground Telescope
Planet-12786,Ice Giant,762.26,5.342,1981,Hubble
Planet-12787,Exoplanet,7.23,85.377,2021,Galileo
Planet-12788,Ice Giant,963.71,66.788,2020,Chandra
Planet-12789,Gas Giant,442.27,51.326,1966,TESS
Planet-12790,Dwarf Planet,730.74,82.228,1915,Galileo
Planet-12791,Dwarf Planet,44.29,95.849,1931,Kepler
Planet-12792,Exoplanet,804.73,69.243,1988,Kepler
Planet-12793,Gas Giant,162.98,10.939,1966,Kepler
Planet-12794,Terrestrial,512.84,32.721,1914,Chandra
Planet-12795,Terrestrial,203.45,90.501,1914,Chandra
Planet-12796,Gas Giant,941.38,20.077,1922,Chandra
Planet-12797,Gas Giant,657.82,54.996,1920,JWST
Planet-12798,Terrestrial,581.76,8.829,2006,Hubble
Planet-12799,Gas Giant,721.76,70.671,1962,Chandra
Planet-12800,Ice Giant,509.2,33.964,2021,Voyager
Planet-12801,Dwarf Planet,218.74,73.075,1901,Hubble
Planet-12802,Gas Giant,262.86,42.632,1974,Ground Telescope
Planet-12803,Dwarf Planet,866.7,38.171,2023,James Webb
Planet-12804,Gas Giant,458.15,83.097,1968,Chandra
Planet-12805,Ice Giant,224.77,23.258,1918,Voyager
Planet-12806,Terrestrial,660.13,43.955,1960,JWST
Planet-12807,Exoplanet,353.64,59.88,1930,Spitzer
Planet-12808,Gas Giant,366.56,34.292,1946,JWST
Planet-12809,Gas Giant,873.75,68.542,1907,JWST
Planet-12810,Terrestrial,332.8,65.06,1919,Hubble
Planet-12811,Dwarf Planet,711.16,79.474,1942,Hubble
Planet-12812,Exoplanet,64.89,15.494,1926,JWST
Planet-12813,Gas Giant,991.06,20.939,1914,Hubble
Planet-12814,Gas Giant,338.36,54.597,1913,Voyager
Planet-12815,Exoplanet,405.71,20.667,2018,Chandra
Planet-12816,Exoplanet,333.43,80.414,1924,Ground Telescope
Planet-12817,Exoplanet,374.68,96.421,2019,James Webb
Planet-12818,Dwarf Planet,609.71,6.233,1917,Spitzer
Planet-12819,Terrestrial,550.53,13.873,1901,Spitzer
Planet-12820,Dwarf Planet,866.25,15.605,1916,Kepler
Planet-12821,Terrestrial,969.02,52.203,2002,Hubble
Planet-12822,Dwarf Planet,857.58,57.782,2013,Hubble
Planet-12823,Gas Giant,84.1,45.979,1966,Galileo
Planet-12824,Gas Giant,903.1,89.416,1923,James Webb
Planet-12825,Gas Giant,718.54,96.808,1976,Hubble
Planet-12826,Exoplanet,611.08,35.249,1949,Kepler
Planet-12827,Ice Giant,571.27,89.867,1915,Galileo
Planet-12828,Dwarf Planet,617.63,73.747,2006,Kepler
Planet-12829,Ice Giant,913.25,3.419,2018,Galileo
Planet-12830,Dwarf Planet,246.17,76.094,1940,Chandra
Planet-12831,Gas Giant,819.18,91.519,1950,TESS
Planet-12832,Gas Giant,550.1,49.327,1941,Ground Telescope
Planet-12833,Dwarf Planet,164.82,13.567,1964,TESS
Planet-12834,Ice Giant,719.42,46.276,1906,Galileo
Planet-12835,Ice Giant,417.35,10.407,1928,James Webb
Planet-12836,Terrestrial,913.6,34.821,1919,James Webb
Planet-12837,Gas Giant,49.03,5.332,1990,Ground Telescope
Planet-12838,Ice Giant,201.18,8.894,2019,Chandra
Planet-12839,Gas Giant,934.48,71.876,1974,Chandra
Planet-12840,Terrestrial,989.4,33.718,1970,Hubble
Planet-12841,Gas Giant,883.26,22.642,1966,JWST
Planet-12842,Dwarf Planet,660.96,23.773,1945,Chandra
Planet-12843,Gas Giant,322.92,99.982,1916,JWST
Planet-12844,Dwarf Planet,884.62,88.839,2005,Ground Telescope
Planet-12845,Dwarf Planet,14.04,53.303,1939,Chandra
Planet-12846,Terrestrial,189.9,12.29,1981,JWST
Planet-12847,Ice Giant,70.38,19.24,1972,Kepler
Planet-12848,Terrestrial,857.2,68.412,1988,Voyager
Planet-12849,Terrestrial,692.34,66.163,1995,Galileo
Planet-12850,Terrestrial,661.03,88.66,1965,TESS
Planet-12851,Dwarf Planet,429.79,59.565,1949,Hubble
Planet-12852,Terrestrial,875.76,33.546,1926,Voyager
Planet-12853,Dwarf Planet,289.74,5.461,1926,Spitzer
Planet-12854,Gas Giant,924.92,44.249,1929,Hubble
Planet-12855,Dwarf Planet,591.05,1.979,1986,Spitzer
Planet-12856,Exoplanet,16.51,60.804,1916,TESS
Planet-12857,Ice Giant,810.69,24.319,1987,TESS
Planet-12858,Exoplanet,420.35,29.996,2013,Voyager
Planet-12859,Exoplanet,68.84,6.921,2016,Spitzer
Planet-12860,Ice Giant,925.8,6.254,1945,Hubble
Planet-12861,Ice Giant,320.01,96.792,1949,Ground Telescope
Planet-12862,Exoplanet,73.31,87.821,2018,Hubble
Planet-12863,Dwarf Planet,355.92,70.129,1922,Galileo
Planet-12864,Dwarf Planet,495.21,91.501,2008,Chandra
Planet-12865,Dwarf Planet,959.65,52.504,1978,Chandra
Planet-12866,Dwarf Planet,87.72,71.857,1962,James Webb
Planet-12867,Gas Giant,817.48,57.517,1970,James Webb
Planet-12868,Dwarf Planet,120.5,10.728,1948,Galileo
Planet-12869,Exoplanet,605.79,34.168,2023,Kepler
Planet-12870,Dwarf Planet,977.34,46.808,1968,JWST
Planet-12871,Exoplanet,545.48,42.949,1980,Spitzer
Planet-12872,Ice Giant,89.62,48.46,2001,JWST
Planet-12873,Dwarf Planet,844.56,74.035,1911,Chandra
Planet-12874,Gas Giant,129.31,4.713,2004,Ground Telescope
Planet-12875,Gas Giant,761.6,63.829,1928,TESS
Planet-12876,Dwarf Planet,978.91,49.285,1984,Ground Telescope
Planet-12877,Ice Giant,688.2,50.147,1997,TESS
Planet-12878,Gas Giant,460.55,97.235,1970,TESS
Planet-12879,Terrestrial,293.74,14.45,1982,Galileo
Planet-12880,Terrestrial,2.64,78.054,1903,Spitzer
Planet-12881,Gas Giant,8.06,90.782,1966,Spitzer
Planet-12882,Dwarf Planet,699.84,11.029,1966,Galileo
Planet-12883,Exoplanet,472.67,52.813,2012,Spitzer
Planet-12884,Exoplanet,507.07,55.695,1996,Spitzer
Planet-12885,Dwarf Planet,815.92,58.847,1965,TESS
Planet-12886,Exoplanet,166.36,88.872,1925,JWST
Planet-12887,Terrestrial,81.1,1.029,1977,Kepler
Planet-12888,Exoplanet,926.78,33.094,2006,Kepler
Planet-12889,Dwarf Planet,797.67,26.904,2009,Voyager
Planet-12890,Exoplanet,62.84,88.028,1973,Voyager
Planet-12891,Ice Giant,684.06,62.171,1954,James Webb
Planet-12892,Gas Giant,209.9,13.02,1944,Kepler
Planet-12893,Gas Giant,754.07,1.308,1949,Galileo
Planet-12894,Dwarf Planet,158.48,84.35,2010,TESS
Planet-12895,Dwarf Planet,834.86,59.859,1942,Hubble
Planet-12896,Terrestrial,163.29,48.995,2006,Ground Telescope
Planet-12897,Gas Giant,153.63,82.473,1923,James Webb
Planet-12898,Exoplanet,271.86,67.674,1953,Chandra
Planet-12899,Ice Giant,554.26,68.107,2010,Hubble
Planet-12900,Ice Giant,650.43,65.641,1919,Galileo
Planet-12901,Ice Giant,583.37,14.593,1933,Spitzer
Planet-12902,Ice Giant,504.74,52.635,1987,Ground Telescope
Planet-12903,Terrestrial,677.63,0.908,1959,Kepler
Planet-12904,Ice Giant,416.25,96.415,2015,Chandra
Planet-12905,Gas Giant,401.31,62.254,1960,Galileo
Planet-12906,Gas Giant,584.82,0.198,1910,Hubble
Planet-12907,Gas Giant,290.31,33.773,1927,TESS
Planet-12908,Gas Giant,447.34,11.264,1988,Hubble
Planet-12909,Gas Giant,752.26,0.331,1987,Hubble
Planet-12910,Gas Giant,518.49,76.592,2010,Ground Telescope
Planet-12911,Ice Giant,731.32,42.576,1911,James Webb
Planet-12912,Exoplanet,935.66,49.409,1930,JWST
Planet-12913,Ice Giant,284.17,95.205,2001,Voyager
Planet-12914,Ice Giant,280.83,68.356,1921,Chandra
Planet-12915,Ice Giant,49.54,39.111,2000,JWST
Planet-12916,Gas Giant,711.8,93.382,2011,Kepler
Planet-12917,Terrestrial,961.94,61.624,1976,Galileo
Planet-12918,Exoplanet,536.27,17.756,1941,TESS
Planet-12919,Gas Giant,127.39,39.457,1911,Galileo
Planet-12920,Terrestrial,59.34,10.289,1918,Galileo
Planet-12921,Terrestrial,169.74,88.089,1934,JWST
Planet-12922,Gas Giant,434.16,67.565,1957,Chandra
Planet-12923,Ice Giant,981.33,16.933,1971,TESS
Planet-12924,Gas Giant,519.25,20.146,1909,Kepler
Planet-12925,Ice Giant,191.31,31.825,1955,Spitzer
Planet-12926,Gas Giant,380.62,38.827,2009,Galileo
Planet-12927,Exoplanet,68.59,70.561,2024,James Webb
